State Weekly Claims for Unemplyment Insurance Data Not Seasonally Adjusted,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
State,Filed week ended,Initial Claims,Reflecting Week Ended,Continued Claims,Covered Employment,Insured Unemployment Rate,,,
Oklahoma,15/3/2008,"1,877",8/3/2008,"14,263","1,473,998",0.97,,,
Oklahoma,8/3/2008,"1,712",1/3/2008,"14,696","1,473,998",1,,,
Oklahoma,1/3/2008,"2,149",23/2/2008,"14,457","1,473,998",0.98,,,
Oklahoma,23/2/2008,"1,384",16/2/2008,"14,375","1,473,998",0.98,,,
Oklahoma,16/2/2008,"1,572",9/2/2008,"14,637","1,473,998",0.99,,,
Oklahoma,9/2/2008,"1,868",2/2/2008,"14,829","1,473,998",1.01,,,
Oklahoma,2/2/2008,"2,184",26/1/2008,"14,969","1,473,998",1.02,,,
Oklahoma,26/1/2008,"1,999",19/1/2008,"14,731","1,473,998",1,,,
Oklahoma,19/1/2008,"1,907",12/1/2008,"14,643","1,473,998",0.99,,,
Oklahoma,12/1/2008,"2,432",5/1/2008,"15,483","1,473,998",1.05,,,
Oklahoma,5/1/2008,"2,529",29/12/2007,"15,935","1,467,361",1.09,,,
Oklahoma,29/12/2007,"2,725",22/12/2007,"14,700","1,467,361",1,,,
Oklahoma,22/12/2007,"4,768",15/12/2007,"15,034","1,467,361",1.02,,,
Oklahoma,15/12/2007,"1,648",8/12/2007,"12,865","1,467,361",0.88,,,
Oklahoma,8/12/2007,"1,706",1/12/2007,"13,440","1,467,361",0.92,,,
Oklahoma,1/12/2007,"2,025",24/11/2007,"13,833","1,467,361",0.94,,,
Oklahoma,24/11/2007,"2,236",17/11/2007,"12,663","1,467,361",0.86,,,
Oklahoma,17/11/2007,"1,109",10/11/2007,"12,809","1,467,361",0.87,,,
Oklahoma,10/11/2007,"1,666",3/11/2007,"12,889","1,467,361",0.88,,,
Oklahoma,3/11/2007,"1,603",27/10/2007,"13,245","1,467,361",0.9,,,
Oklahoma,27/10/2007,"2,021",20/10/2007,"12,920","1,467,361",0.88,,,
Oklahoma,20/10/2007,"1,622",13/10/2007,"12,432","1,467,361",0.85,,,
Oklahoma,13/10/2007,"1,599",6/10/2007,"12,575","1,467,361",0.86,,,
Oklahoma,6/10/2007,"1,410",29/9/2007,"12,854","1,461,048",0.88,,,
Oklahoma,29/9/2007,"1,324",22/9/2007,"12,973","1,461,048",0.89,,,
Oklahoma,22/9/2007,"1,521",15/9/2007,"13,327","1,461,048",0.91,,,
Oklahoma,15/9/2007,"1,580",8/9/2007,"13,840","1,461,048",0.95,,,
Oklahoma,8/9/2007,"1,865",1/9/2007,"13,371","1,461,048",0.92,,,
Oklahoma,1/9/2007,"1,624",25/8/2007,"13,467","1,461,048",0.92,,,
Oklahoma,25/8/2007,"1,797",18/8/2007,"13,919","1,461,048",0.95,,,
Oklahoma,18/8/2007,"1,513",11/8/2007,"14,049","1,461,048",0.96,,,
Oklahoma,11/8/2007,"1,535",4/8/2007,"14,284","1,461,048",0.98,,,
Oklahoma,4/8/2007,"1,444",28/7/2007,"14,378","1,461,048",0.98,,,
Oklahoma,28/7/2007,"1,536",21/7/2007,"14,711","1,461,048",1.01,,,
Oklahoma,21/7/2007,"1,768",14/7/2007,"15,409","1,461,048",1.05,,,
Oklahoma,14/7/2007,"2,094",7/7/2007,"16,226","1,461,048",1.11,,,
Oklahoma,7/7/2007,"3,823",30/6/2007,"14,991","1,452,875",1.03,,,
Oklahoma,30/6/2007,"2,153",23/6/2007,"14,512","1,452,875",1,,,
Oklahoma,23/6/2007,"2,489",16/6/2007,"14,476","1,452,875",1,,,
Oklahoma,16/6/2007,"1,606",9/6/2007,"14,328","1,452,875",0.99,,,
Oklahoma,9/6/2007,"2,070",2/6/2007,"14,731","1,452,875",1.01,,,
Oklahoma,2/6/2007,"2,261",26/5/2007,"13,635","1,452,875",0.94,,,
Oklahoma,26/5/2007,"1,790",19/5/2007,"14,188","1,452,875",0.98,,,
Oklahoma,19/5/2007,"2,307",12/5/2007,"14,700","1,452,875",1.01,,,
Oklahoma,12/5/2007,"2,037",5/5/2007,"13,968","1,452,875",0.96,,,
Oklahoma,5/5/2007,"1,689",28/4/2007,"13,733","1,452,875",0.95,,,
Oklahoma,28/4/2007,"1,447",21/4/2007,"13,775","1,452,875",0.95,,,
Oklahoma,21/4/2007,"1,627",14/4/2007,"13,995","1,452,875",0.96,,,
Oklahoma,14/4/2007,"2,305",7/4/2007,"14,577","1,452,875",1,,,
Oklahoma,7/4/2007,"2,175",31/3/2007,"14,277","1,452,875",0.98,,,
Oklahoma,31/3/2007,"1,569",24/3/2007,"14,791","1,432,397",1.03,,,
Oklahoma,24/3/2007,"2,575",17/3/2007,"14,144","1,432,397",0.99,,,
Oklahoma,17/3/2007,"1,341",10/3/2007,"14,648","1,432,397",1.02,,,
Oklahoma,10/3/2007,"1,489",3/3/2007,"14,607","1,432,397",1.02,,,
Oklahoma,3/3/2007,"1,836",24/2/2007,"15,706","1,432,397",1.1,,,
Oklahoma,24/2/2007,"2,070",17/2/2007,"16,423","1,432,397",1.15,,,
Oklahoma,17/2/2007,"2,120",10/2/2007,"16,781","1,432,397",1.17,,,
Oklahoma,10/2/2007,"2,535",3/2/2007,"17,002","1,432,397",1.19,,,
Oklahoma,3/2/2007,"2,804",27/1/2007,"17,468","1,432,397",1.22,,,
Oklahoma,27/1/2007,"2,506",20/1/2007,"15,391","1,432,397",1.07,,,
Oklahoma,20/1/2007,"2,371",13/1/2007,"15,390","1,432,397",1.07,,,
Oklahoma,13/1/2007,"2,681",6/1/2007,"15,507","1,432,397",1.08,,,
Oklahoma,6/1/2007,"2,060",30/12/2006,"15,753","1,432,392",1.1,,,
Oklahoma,30/12/2006,"1,868",23/12/2006,"15,312","1,432,392",1.07,,,
Oklahoma,23/12/2006,"2,986",16/12/2006,"14,472","1,432,392",1.01,,,
Oklahoma,16/12/2006,"2,402",9/12/2006,"15,200","1,432,392",1.06,,,
Oklahoma,9/12/2006,"3,014",2/12/2006,"15,081","1,432,392",1.05,,,
Oklahoma,2/12/2006,"1,716",25/11/2006,"14,562","1,432,392",1.02,,,
Oklahoma,25/11/2006,"2,169",18/11/2006,"13,532","1,432,392",0.94,,,
Oklahoma,18/11/2006,"1,824",11/11/2006,"13,568","1,432,392",0.95,,,
Oklahoma,11/11/2006,"1,398",4/11/2006,"13,347","1,432,392",0.93,,,
Oklahoma,4/11/2006,"1,822",28/10/2006,"13,510","1,432,392",0.94,,,
Oklahoma,28/10/2006,"2,171",21/10/2006,"13,062","1,432,392",0.91,,,
Oklahoma,21/10/2006,"1,442",14/10/2006,"12,918","1,432,392",0.9,,,
Oklahoma,14/10/2006,"1,468",7/10/2006,"13,276","1,432,392",0.93,,,
Oklahoma,7/10/2006,"1,800",30/9/2006,"12,841","1,419,264",0.9,,,
Oklahoma,30/9/2006,"1,486",23/9/2006,"13,180","1,419,264",0.93,,,
Oklahoma,23/9/2006,"1,652",16/9/2006,"13,333","1,419,264",0.94,,,
Oklahoma,16/9/2006,"1,540",9/9/2006,"13,295","1,419,264",0.94,,,
Oklahoma,9/9/2006,"1,292",2/9/2006,"13,490","1,419,264",0.95,,,
Oklahoma,2/9/2006,"1,569",26/8/2006,"13,579","1,419,264",0.96,,,
Oklahoma,26/8/2006,"1,562",19/8/2006,"13,990","1,419,264",0.99,,,
Oklahoma,19/8/2006,"1,583",12/8/2006,"14,548","1,419,264",1.03,,,
Oklahoma,12/8/2006,"2,105",5/8/2006,"14,433","1,419,264",1.02,,,
Oklahoma,5/8/2006,"1,664",29/7/2006,"14,460","1,419,264",1.02,,,
Oklahoma,29/7/2006,"1,605",22/7/2006,"14,527","1,419,264",1.02,,,
Oklahoma,22/7/2006,"1,727",15/7/2006,"14,744","1,419,264",1.04,,,
Oklahoma,15/7/2006,"1,938",8/7/2006,"15,158","1,419,264",1.07,,,
Oklahoma,8/7/2006,"2,803",1/7/2006,"14,031","1,408,334",1,,,
Oklahoma,1/7/2006,"1,590",24/6/2006,"14,135","1,408,334",1,,,
Oklahoma,24/6/2006,"1,545",17/6/2006,"14,039","1,408,334",1,,,
Oklahoma,17/6/2006,"1,532",10/6/2006,"14,104","1,408,334",1,,,
Oklahoma,10/6/2006,"1,772",3/6/2006,"14,073","1,408,334",1,,,
Oklahoma,3/6/2006,"1,684",27/5/2006,"13,742","1,408,334",0.98,,,
Oklahoma,27/5/2006,"1,746",20/5/2006,"13,565","1,408,334",0.96,,,
Oklahoma,20/5/2006,"1,758",13/5/2006,"13,820","1,408,334",0.98,,,
Oklahoma,13/5/2006,"1,792",6/5/2006,"13,625","1,408,334",0.97,,,
Oklahoma,6/5/2006,"1,567",29/4/2006,"13,647","1,408,334",0.97,,,
Oklahoma,29/4/2006,"1,478",22/4/2006,"13,541","1,408,334",0.96,,,
Oklahoma,22/4/2006,"1,449",15/4/2006,"13,693","1,408,334",0.97,,,
Oklahoma,15/4/2006,"1,594",8/4/2006,"13,991","1,408,334",0.99,,,
Oklahoma,8/4/2006,"2,556",1/4/2006,"14,062","1,365,795",1.03,,,
Oklahoma,1/4/2006,"1,754",25/3/2006,"14,690","1,365,795",1.08,,,
Oklahoma,25/3/2006,"1,652",18/3/2006,"15,038","1,365,795",1.1,,,
Oklahoma,18/3/2006,"2,211",11/3/2006,"14,610","1,365,795",1.07,,,
Oklahoma,11/3/2006,"1,572",4/3/2006,"15,171","1,365,795",1.11,,,
Oklahoma,4/3/2006,"1,799",25/2/2006,"15,156","1,365,795",1.11,,,
Oklahoma,25/2/2006,"1,748",18/2/2006,"14,826","1,365,795",1.09,,,
Oklahoma,18/2/2006,"1,513",11/2/2006,"15,199","1,365,795",1.11,,,
Oklahoma,11/2/2006,"1,574",4/2/2006,"15,141","1,365,795",1.11,,,
Oklahoma,4/2/2006,"1,497",28/1/2006,"15,539","1,365,795",1.14,,,
Oklahoma,28/1/2006,"1,874",21/1/2006,"15,531","1,365,795",1.14,,,
Oklahoma,21/1/2006,"1,466",14/1/2006,"15,638","1,365,795",1.14,,,
Oklahoma,14/1/2006,"2,344",7/1/2006,"16,417","1,361,488",1.21,,,
Oklahoma,7/1/2006,"2,970",31/12/2005,"16,319","1,361,488",1.2,,,
Oklahoma,31/12/2005,"2,311",24/12/2005,"15,403","1,361,488",1.13,,,
Oklahoma,24/12/2005,"2,974",17/12/2005,"15,388","1,361,488",1.13,,,
Oklahoma,17/12/2005,"2,135",10/12/2005,"15,202","1,361,488",1.12,,,
Oklahoma,10/12/2005,"2,008",3/12/2005,"15,122","1,361,488",1.11,,,
Oklahoma,3/12/2005,"1,958",26/11/2005,"15,436","1,361,488",1.13,,,
Oklahoma,26/11/2005,"2,111",19/11/2005,"14,479","1,361,488",1.06,,,
Oklahoma,19/11/2005,"1,795",12/11/2005,"14,494","1,361,488",1.06,,,
Oklahoma,12/11/2005,"1,382",5/11/2005,"14,535","1,361,488",1.07,,,
Oklahoma,5/11/2005,"1,686",29/10/2005,"15,174","1,361,488",1.11,,,
Oklahoma,29/10/2005,"1,953",22/10/2005,"14,786","1,361,488",1.09,,,
Oklahoma,22/10/2005,"1,624",15/10/2005,"14,821","1,361,488",1.09,,,
Oklahoma,15/10/2005,"1,665",8/10/2005,"15,112","1,361,488",1.11,,,
Oklahoma,8/10/2005,"1,991",1/10/2005,"14,833","1,361,488",1.09,,,
Oklahoma,1/10/2005,"2,195",24/9/2005,"15,145","1,361,488",1.11,,,
Oklahoma,24/9/2005,"1,649",17/9/2005,"14,744","1,361,488",1.08,,,
Oklahoma,17/9/2005,"1,713",10/9/2005,"14,857","1,361,488",1.09,,,
Oklahoma,10/9/2005,"1,771",3/9/2005,"14,943","1,361,488",1.1,,,
Oklahoma,3/9/2005,"1,734",27/8/2005,"15,146","1,361,488",1.11,,,
Oklahoma,27/8/2005,"1,590",20/8/2005,"15,427","1,361,488",1.13,,,
Oklahoma,20/8/2005,"1,539",13/8/2005,"16,313","1,361,488",1.2,,,
Oklahoma,13/8/2005,"2,105",6/8/2005,"16,255","1,361,488",1.19,,,
Oklahoma,6/8/2005,"1,677",30/7/2005,"16,560","1,361,488",1.22,,,
Oklahoma,30/7/2005,"1,656",23/7/2005,"16,696","1,361,488",1.23,,,
Oklahoma,23/7/2005,"1,748",16/7/2005,"17,538","1,361,488",1.29,,,
Oklahoma,16/7/2005,"2,201",9/7/2005,"17,787","1,361,488",1.31,,,
Oklahoma,9/7/2005,"3,197",2/7/2005,"16,160","1,361,488",1.19,,,
Oklahoma,2/7/2005,"1,741",25/6/2005,"18,412","1,377,781",1.34,,,
Oklahoma,25/6/2005,"1,727",18/6/2005,"18,765","1,377,781",1.36,,,
Oklahoma,18/6/2005,"1,939",11/6/2005,"18,687","1,377,781",1.36,,,
Oklahoma,11/6/2005,"4,454",4/6/2005,"16,240","1,377,781",1.18,,,
Oklahoma,4/6/2005,"1,961",28/5/2005,"15,540","1,377,781",1.13,,,
Oklahoma,28/5/2005,"1,773",21/5/2005,"15,705","1,377,781",1.14,,,
Oklahoma,21/5/2005,"1,771",14/5/2005,"15,901","1,377,781",1.15,,,
Oklahoma,14/5/2005,"1,690",7/5/2005,"15,905","1,377,781",1.15,,,
Oklahoma,7/5/2005,"1,820",30/4/2005,"18,004","1,377,781",1.31,,,
Oklahoma,30/4/2005,"1,681",23/4/2005,"18,190","1,377,781",1.32,,,
Oklahoma,23/4/2005,"3,743",16/4/2005,"16,350","1,377,781",1.19,,,
Oklahoma,16/4/2005,"1,799",9/4/2005,"16,451","1,377,781",1.19,,,
Oklahoma,9/4/2005,"2,387",2/4/2005,"16,390","1,377,781",1.19,,,
Oklahoma,2/4/2005,"1,846",26/3/2005,"16,652","1,386,950",1.2,,,
Oklahoma,26/3/2005,"2,061",19/3/2005,"17,520","1,386,950",1.26,,,
Oklahoma,19/3/2005,"2,221",12/3/2005,"19,333","1,386,950",1.39,,,
Oklahoma,12/3/2005,"3,829",5/3/2005,"17,830","1,386,950",1.29,,,
Oklahoma,5/3/2005,"1,822",26/2/2005,"18,293","1,386,950",1.32,,,
Oklahoma,26/2/2005,"1,705",19/2/2005,"18,623","1,386,950",1.34,,,
